config_id,model,workload,threshold,pair_id,decision,source,similarity,label,outcome
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0235,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0236,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0237,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0238,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0239,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0240,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0241,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0242,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0243,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0244,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0245,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0246,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0247,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0248,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0249,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0250,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0251,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0252,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0253,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0254,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0255,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0256,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0257,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0258,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0259,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0260,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0261,hit,semantic_cache,0.764117,1,TP
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0262,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0263,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0264,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0265,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0266,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0267,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0268,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0269,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0270,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0271,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0272,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0273,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0274,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0275,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0276,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0277,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0278,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0279,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0280,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0281,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0282,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0283,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0284,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0285,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0286,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0287,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0288,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0289,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0290,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0291,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0292,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0293,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0294,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0295,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0296,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0297,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0298,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.75,all-MiniLM-L6-v2,code,0.75,code-0299,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0000,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0001,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0002,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0003,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0004,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0005,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0006,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0007,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0008,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0009,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0010,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0011,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0012,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0013,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0014,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0015,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0016,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0017,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0018,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0019,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0020,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0021,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0022,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0023,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0024,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0025,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0026,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0027,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0028,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0029,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0030,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0031,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0032,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0033,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0034,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0035,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0036,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0037,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0038,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0039,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0040,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0041,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0042,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0043,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0044,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0045,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0046,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0047,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0048,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0049,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0050,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0051,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0052,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0053,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0054,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0055,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0056,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0057,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0058,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0059,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0060,hit,semantic_cache,0.846932,0,FP
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0061,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0062,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0063,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0064,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0065,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0066,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0067,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0068,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0069,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0070,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0071,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0072,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0073,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0074,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0075,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0076,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0077,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0078,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0079,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0080,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0081,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0082,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0083,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0084,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0085,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0086,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0087,hit,semantic_cache,0.916824,1,TP
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0088,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0089,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0090,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0091,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0092,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0093,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0094,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0095,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0096,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0097,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0098,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0099,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0100,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0101,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0102,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0103,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0104,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0105,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0106,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0107,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0108,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0109,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0110,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0111,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0112,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0113,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0114,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0115,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0116,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0117,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0118,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0119,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0120,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0121,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0122,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0123,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0124,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0125,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0126,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0127,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0128,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0129,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0130,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0131,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0132,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0133,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0134,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0135,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0136,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0137,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0138,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0139,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0140,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0141,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0142,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0143,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0144,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0145,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0146,hit,semantic_cache,0.874806,1,TP
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0147,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0148,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0149,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0150,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0151,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0152,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0153,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0154,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0155,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0156,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0157,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0158,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0159,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0160,hit,semantic_cache,0.856862,1,TP
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0161,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0162,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0163,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0164,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0165,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0166,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0167,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0168,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0169,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0170,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0171,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0172,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0173,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0174,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0175,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0176,miss,llm,,0,TN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0177,miss,llm,,1,FN
all-MiniLM-L6-v2|code|0.80,all-MiniLM-L6-v2,code,0.80,code-0178,miss,llm,,0,TN
